ID,BANDO,PROV,DATA.CRE,FORMA.GIU,ART.B.CU,FILANTRO,INN.CULT,POL.SOC,RIC.ISTR,APP.SOFT,ARCH.BIB,ARCHITET,ARTI.VIS,ARTIGIAN,AUDIOVIS,COMMUNIT,CONCORSO,DESIGN,DID.FORM,EDITORIA,ENOGASTR,EVENTI,FESTIVAL,INT.SOC,PATRIMON,SOC.NET,SPAZI,SPETTAC,SPORT,TURISMO,WEB,ALTRO,AREA.TER,RIL.TER,TARGET,T.GIOVAN,T.ADULTI,T.ANZIAN,T.SETT,T.DONNE,T.MIGRAN,T.DV.AB,T.ALTRO,FIN.PREC,FIN.PR.E,E.RICAVI,E.C.AMM,E.C.PRIV,E.COFIN,E.SPAOLO,E.ALTRO,U.HR,U.SERVIZ,U.BENI,U.ALTRO,E.U.TOT
166,Open 2016,Torino,Prima del 2000,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,0,90,10,72.5,0,17.5,10,€ 20.000-29.999
167,Open 2016,Genova,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,0,10.1,89.9,0,39.8,43.9,8.2,8.2,€ 40.000-49.999
168,Open 2016,Torino,2015 e oltre,Associazione,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,9.6,0,6.4,0,84,0,80.2,8.3,0,11.5,€ 30.000-39.999
169,Open 2016,Alessandria,2010-2014,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,9.9,0,0,0,90.1,0,73.6,17.5,4.9,4,€ 40.000-49.999
170,Open 2016,Asti,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Nazionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,2.7,7.2,0,0,90.1,0,33.8,66.2,0,0,€ 50.000-59.999
171,Open 2016,Alessandria,2000-2004,"Istruzione, università e ricerca",Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, ,Locale (comunale o provinciale),Locale (comunale o provinciale),Generico, , , , , , , , ,No, ,0,0,52.2,18.8,29,0,38.8,58.6,2.6,0,Fino a € 20.000
172,Open 2016,Asti,2015 e oltre,Altro,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Regionale o interregionale,Regionale o interregionale,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,0,0,0,10.4,89.6,0,25.3,20.5,47.7,6.5,€ 30.000-39.999
173,Open 2016,Altra provincia ligure,2015 e oltre,Associazione,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Nazionale,Generico, , , , , , , , ,No, ,0,0,0,10,90,0,79.5,20.5,0,0,€ 40.000-49.999
174,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Nazionale,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,10.2,89.8,0,0,87.3,12.7,0,Fino a € 20.000
175,Open 2016,Torino,2015 e oltre,Associazione,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Locale (comunale o provinciale),Locale (comunale o provinciale),Specifico,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,No, ,0,0,37.6,6.5,55.9,0,3.4,96.6,0,0,Fino a € 20.000
1,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,8.2,1.6,8.2,9.8,72.1,0,55.2,33.3,11.5,0,€ 60.000-69.999
2,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Nazionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,20,0,80,0,20,80,0,0,€ 50.000-59.999
3,Ora! 2016,Altra provincia italiana,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,10.8,0,31.1,7.8,50.3,0,38.3,52.1,0,9.6,€ 70.000 e oltre
4,Ora! 2016,Alessandria,2015 e oltre,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,2.2,0,43.5,54.3,0,46.7,34.1,19.1,0,€ 40.000-49.999
5,Ora! 2016,Altra provincia italiana,2015 e oltre,Impresa sociale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,15.9,12.7,71.4,0,71.4,27.8,.8,0,€ 60.000-69.999
6,Ora! 2016,Alessandria,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,76.4,14.5,9.1,0,€ 50.000-59.999
7,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,24.4,75.6,0,58,28.7,13.3,0,€ 40.000-49.999
8,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,8,6.4,0,5.6,80,0,0,89.6,10.4,0,€ 30.000-39.999
9,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,16.1,0,11.3,0,72.6,0,24.2,75.8,0,0,€ 60.000-69.999
10,Ora! 2016,Genova,2005-2009,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,42.4,2,10.1,0,45.5,0,19.2,67.7,0,13.1,€ 70.000 e oltre
11,Ora! 2016,Torino,2005-2009,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,16.7,0,0,83.3,0,38.9,30.6,27.8,2.8,€ 50.000-59.999
12,Ora! 2016,Altra provincia italiana,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,32.5,39.2,5.2,0,23.2,0,63.4,29.9,1.5,5.2,€ 70.000 e oltre
13,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,51.9,0,0,0,48.1,0,49.4,13.6,30.5,6.5,€ 70.000 e oltre
14,Ora! 2016,Altra provincia italiana,2015 e oltre,Impresa sociale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,18.1,53.4,1.8,26.7,€ 50.000-59.999
15,Ora! 2016,Altra provincia italiana,2015 e oltre,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,3.6,5.4,9.5,0,80,1.6,28.6,30.4,41.1,0,€ 50.000-59.999
16,Ora! 2016,Cuneo,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,16.7,0,25,0,58.3,0,70,25,5,0,€ 60.000-69.999
17,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,7.2,12.9,79.9,0,7.2,86.9,5.9,0,€ 50.000-59.999
18,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,9.9,0,21.1,5.6,63.4,0,51.4,37.3,4.2,7,€ 70.000 e oltre
19,Ora! 2016,Torino,2005-2009,Impresa sociale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,17.3,19.7,63,0,65.4,19.7,15,0,€ 50.000-59.999
20,Ora! 2016,Torino,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,6.7,0,13.3,0,80,0,16.7,70,6.7,6.7,€ 30.000-39.999
21,Ora! 2016,Novara,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Internazionale,Non applicabile,Specifico,Assente,Presente,Assente,Assente,Assente,Assente,Assente, ,No, ,.4,13.7,40.5,0,45.5,0,26.9,55.6,14.4,3,€ 70.000 e oltre
22,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,7.5,21.3,6.9,61.7,2.6,54.9,34.2,11,0,€ 70.000 e oltre
23,Ora! 2016,Torino,2010-2014,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,2.5,33.9,0,0,57.6,5.9,62.7,17.8,17.8,1.7,€ 50.000-59.999
24,Ora! 2016,Torino,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,0,80,20,20,80,0,0,€ 20.000-29.999
25,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,Sì,€ 20.000-29.999,0,0,20,0,80,0,0,96.2,1.8,2,€ 50.000-59.999
26,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,4.9,0,0,7.4,79,8.6,52.3,5.4,8.4,33.8,€ 40.000-49.999
27,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,21.7,78.3,0,52.2,19.1,10.4,18.3,€ 50.000-59.999
28,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,28,4.9,67.2,0,29.3,66.8,3.9,0,€ 60.000-69.999
29,Ora! 2016,Altra provincia ligure,2015 e oltre,Ente locale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,1.7,0,0,19.7,78.7,0,74.6,7.8,15.9,1.6,€ 40.000-49.999
30,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Presente,Presente,Presente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,19.6,80.4,0,35.7,39.3,25,0,€ 50.000-59.999
31,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Regionale o interregionale,Non applicabile,Specifico,Presente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,20,80,0,58.2,27.6,8,6.2,€ 50.000-59.999
32,Ora! 2016,Torino,2005-2009,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Regionale o interregionale,Non applicabile,Entrambi,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,No, ,26.4,0,0,0,73.6,0,16.5,66.6,17,0,€ 60.000-69.999
33,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,9.4,7.5,11.3,0,71.7,0,52.8,35.8,11.3,0,€ 50.000-59.999
34,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,20,80,0,53.8,46.2,0,0,€ 30.000-39.999
35,Ora! 2016,Torino,2010-2014,Altro,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,22.2,22.2,55.6,0,43.3,50,0,6.7,€ 40.000-49.999
36,Ora! 2016,Novara,2015 e oltre,Cooperativa,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Nazionale,Non applicabile,Specifico,Presente,Assente,Assente,Assente,Assente,Assente,Assente, ,No, ,45.1,2.8,36.1,0,15.9,0,45.9,32.2,21.9,0,€ 70.000 e oltre
37,Ora! 2016,Torino,2000-2004,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Entrambi,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,20,13.2,66.7,0,35.5,59.8,0,4.6,€ 50.000-59.999
38,Ora! 2016,Altra provincia italiana,2015 e oltre,Fondazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Presente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,16.7,0,0,83.3,0,35.2,23.1,41.7,0,€ 50.000-59.999
39,Ora! 2016,Torino,2010-2014,Impresa sociale,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,0,0,0,28.3,71.7,0,78.7,4.8,16.5,0,€ 60.000-69.999
40,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Presente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,21.3,1.5,5.8,5.8,65.6,0,24.1,50.8,5.1,20,€ 60.000-69.999
41,Ora! 2016,Genova,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,21.8,9.1,14.5,0,54.5,0,49.1,43.6,7.3,0,€ 20.000-29.999
42,Ora! 2016,Altra provincia ligure,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,23.9,3.5,72.5,0,58.1,33.8,8.1,0,€ 60.000-69.999
43,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente, ,Regionale o interregionale,Non applicabile,Generico, , , , , , , , ,No, ,19,0,3.2,7.9,69.9,0,71,19,10,0,€ 60.000-69.999
44,Ora! 2016,Altra provincia italiana,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,Locale (comunale o provinciale),Non applicabile,Generico, , , , , , , , ,No, ,0,0,23.8,0,76.2,0,0,94.9,0,5.1,€ 50.000-59.999
45,Ora! 2016,Alessandria,2015 e oltre,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Assente,Presente,Assente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,0,0,10.2,79.3,10.5,53.5,46.5,0,0,€ 50.000-59.999
46,Ora! 2016,Torino,2010-2014,Associazione,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Non applicabile,Assente,Assente,Assente,Presente,Presente,Assente,Assente,Presente,Assente,Assente,Presente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Assente,Locale (comunale o provinciale),Non applicabile,Specifico,Assente,Assente,Assente,Presente,Assente,Assente,Assente, ,No, ,0,2,11.8,0,80,6.3,85,2.4,11.8,.9,€ 50.000-59.999
